split,phase,image_id,donor_id,candidate,changed_pixel_mae,clip_target_cosine_advantage,pixcorr_advantage,ssim_advantage
validation,fp32,16800,5683,0,0.1209606195586959,0.05521589517593384,0.026908545563644505,0.025107018823045613
validation,fp32,16800,5683,1,0.1588734196681602,0.1291717290878296,-0.20284856775943935,0.04555077036645322
validation,fp32,5683,29400,0,0.24512645247714962,0.24339613318443298,-0.14120362099366018,0.1464194953926396
validation,fp32,5683,29400,1,0.21074669532526555,0.28269660472869873,-0.05663624870012929,0.044511003693984086
validation,fp32,29400,51865,0,0.2450312894933364,0.08103042840957642,0.10467669419869359,-0.030589374555309995
validation,fp32,29400,51865,1,0.25829789903428824,0.15927183628082275,0.3330991535906873,0.0500149049722145
validation,fp32,51865,37899,0,0.1955337773740681,0.2172672152519226,0.039882772279837775,0.009389880680965274
validation,fp32,51865,37899,1,0.25250956217447923,0.12513452768325806,0.19530475619883497,0.044021859459569365
validation,fp32,37899,33256,0,0.23681875490674778,0.3679569363594055,0.09723415136457807,-0.1271674947386791
validation,fp32,37899,33256,1,0.2618876139322916,0.2659284472465515,0.23619691223150785,-0.0713390433046651
validation,fp32,33256,56963,0,0.11870075300628068,0.03257638216018677,0.07347024173096034,0.1069335556503801
validation,fp32,33256,56963,1,0.1894539477778416,-0.2976530194282532,-0.28175607878788556,0.013311088953408157
validation,fp32,56963,71264,0,0.2186760946036943,-0.15560650825500488,-0.2206725520595234,0.1781741490505051
validation,fp32,56963,71264,1,0.2649736790875203,-0.007075905799865723,0.07905094337660826,0.3351957025198755
validation,fp32,71264,38887,0,0.21016693613887613,0.06884926557540894,-0.055148664334776526,-0.07612042269913027
validation,fp32,71264,38887,1,0.26378820082720583,0.1068500280380249,-0.23560770251330188,-0.08138986231430714
validation,fp32,38887,59101,0,0.25882405798419633,0.11629503965377808,0.28204692386480845,0.11504760233561995
validation,fp32,38887,59101,1,0.23807631847905167,0.2047366499900818,0.23781965327950602,0.1418824211703132
validation,fp32,59101,29511,0,0.2865587222030738,0.23006927967071533,-0.0029868256644207947,-0.07252537709116796
validation,fp32,59101,29511,1,0.29342758078980274,0.1068984866142273,0.17227311831758005,-0.049803462369315155
validation,fp32,29511,58157,0,0.2605433295754825,0.1866956353187561,0.547018991439909,0.278949479437034
validation,fp32,29511,58157,1,0.3040686314402062,-0.055890291929244995,0.9494055899145272,0.3604536263310659
validation,fp32,58157,31251,0,0.2241928848565794,0.2437596321105957,0.2973128766176871,0.009982339539930551
validation,fp32,58157,31251,1,0.2601743411394504,0.32757505774497986,0.09489514636414485,0.14696897515873325
validation,fp32,31251,67261,0,0.2291646072287965,0.10911181569099426,-0.0030313997455035033,0.044787950295474166
validation,fp32,31251,67261,1,0.19254173827327156,-0.03217345476150513,0.01609728008799366,0.06781331492995371
validation,fp32,67261,43211,0,0.23732506247127752,-0.08762329816818237,-0.1131599061488237,-0.19725905395949456
validation,fp32,67261,43211,1,0.2175931643816381,-0.002278447151184082,0.3420412915394373,-0.21778942518654443
