checkpoint,split,image_id,donor_id,correct_clip,correct_pixcorr,correct_ssim,wrong_clip,wrong_pixcorr,wrong_ssim,advantage_clip,gt_donor_clip,rms,extreme_fraction_train_5sd,raw_repeat_corr,centered_repeat_corr,different_image_raw_corr,centered_repeat_specificity,lh_repeat_specificity,rh_repeat_specificity,session_1,session_2,session_3,quality_stratum
106250,train,33748,57293,0.7469538152217865,0.47332569884494735,0.28363207340373126,0.536544919013977,0.18941325180569818,0.23256450539661938,0.21040889620780945,0.6163961887359619,1.710933778773062,0.0,0.6251758703467405,0.24788676652026975,0.5221511902913428,0.23243920993970524,0.2733834694197788,0.2073386254151388,1,40,40,1
106250,train,57293,20217,0.652789443731308,0.011847369304172614,0.2129919758258612,0.528710350394249,-0.0990188667945643,0.23134659502092453,0.12407909333705902,0.5839805006980896,1.6828150637993522,5.6810650103206016e-05,0.6409151334836803,0.30514185632395807,0.4904810932563149,0.3434633415771687,0.29813982539945516,0.36983120925773133,16,16,16,2
106250,train,20217,15879,0.6783579289913177,0.05068427829535168,0.3004127428614074,0.582088053226471,0.0899036104020832,0.3166090389398863,0.0962698757648468,0.5035192370414734,2.7134850881957364,0.0,0.722250178135373,0.2755594725015413,0.46089548396996266,0.38366345938367014,0.36449178241683816,0.388006994792818,7,8,8,2
106250,train,15879,69036,0.5691386759281158,0.046959093126977096,0.20096939316392537,0.4938283860683441,0.10159979072144606,0.16978332276646652,0.07531028985977173,0.5075869560241699,2.317887141923781,0.0,0.6469722063800122,0.269381220263928,0.6254366354622143,0.16446351483833122,0.09939110706096604,0.2224916220540828,3,3,23,1
106250,train,69036,3625,0.751727968454361,0.22198712119264224,0.27905319864625006,0.5262478440999985,-0.1422241855187758,0.19626528953933953,0.2254801243543625,0.573012113571167,1.9685444138430916,0.0,0.5730719041517159,0.08094533780999383,0.45572395875331645,0.15866786456845916,0.1840005616859528,0.1365411386435117,17,17,18,1
106250,train,3625,23696,0.6438905000686646,-0.14213120662798612,0.13618725630116418,0.5487734377384186,-0.17989199440581763,0.2715014520689669,0.09511706233024597,0.5439269542694092,2.1439021481543645,0.0,0.6688330853001632,0.31314903495028956,0.49843971437238493,0.4550226775229009,0.2970130976091964,0.5626294831435203,16,16,21,2
106250,train,23696,44010,0.5307053327560425,0.1568127402970017,0.5843302523842637,0.5376415848731995,0.005559454170475986,0.36342013337875245,-0.006936252117156982,0.5588462948799133,1.8811286765305826,0.0,0.6071503355854379,0.2547117878975476,0.5337380893639225,0.23670049232663257,0.29617869692385185,0.18056347474872803,8,32,33,1
106250,train,44010,21652,0.7942132353782654,0.1151772687747895,0.3437076176165168,0.6529057323932648,0.042887599653868486,0.4399283681335997,0.1413075029850006,0.6651404500007629,1.8497597271481852,0.0,0.6001660143257437,0.054698204808444284,0.6006041952730169,0.016981547231416243,0.06532572980376307,-0.022046287725725162,14,16,39,0
106250,train,21652,6970,0.6889473795890808,0.2049246305678456,0.34202973666090136,0.5815138220787048,0.17206314557823812,0.3297991883713063,0.10743355751037598,0.5703012943267822,2.329548710984663,0.0,0.6918757183219256,0.26478354416349686,0.5322900155526633,0.2889741330395319,0.22659722161211437,0.34217786255693144,2,14,14,2
106250,train,6970,35190,0.6392784714698792,-0.25948801051640824,0.5648107827372735,0.5601052343845367,0.012365870701327929,0.3657220378384472,0.07917323708534241,0.5298203229904175,1.7864999609005092,0.0,0.5182122703123543,0.07424171776656882,0.390420954402368,0.10515233526938945,0.015566940208378538,0.14285307649337145,31,32,35,0
106250,train,35190,50780,0.697612464427948,-0.1346773340156644,0.14593561831815519,0.3782905042171478,-0.040855190015952184,0.15203754837947636,0.31932196021080017,0.4548885226249695,2.267639231706745,0.0,0.6753447600836268,0.10787043899590672,0.5578688843523899,0.047130705868048656,0.0763767601067885,0.027844612570144815,5,8,22,0
106250,train,50780,45620,0.6824058294296265,0.2773320115202781,0.43403958351194727,0.4412784278392792,-0.11164040449411208,0.3271082351524873,0.2411274015903473,0.48815345764160156,2.041743032791953,0.0,0.681139647661519,0.22384268211378097,0.5169902233890885,0.3174433122774028,0.3064008540133027,0.3157022074489897,13,18,38,2
