label,image_id,PixCorr,SSIM,AlexNet2,AlexNet5,Inception,CLIP_identification,EfficientNet,SwAV
T1-53125,2125,-0.06214026498224172,0.35912132432231597,52.00400801603206,68.73747494989979,76.55310621242485,50.40080160320641,0.9438535040309062,0.46722750176504024
T1-53125,2327,0.19143890669070796,0.4751741322421753,9.118236472945892,47.79559118236473,44.789579158316634,76.95390781563125,1.0021968120972167,0.6867167014888516
T1-53125,2737,-0.09008068942555651,0.16890035547452953,26.152304609218433,63.32665330661323,62.92585170340682,67.73547094188376,1.018133343029063,0.610494224148737
T1-53125,2795,0.00725266336834028,0.21770499456408776,71.44288577154309,95.79158316633266,52.30460921843688,97.79559118236472,0.9402241815797672,0.5155106311784615
T1-53125,2980,-0.15161543386141602,0.10125029481211417,44.68937875751503,95.49098196392785,48.69739478957916,91.78356713426854,0.9133058295855132,0.6907515274222679
T1-53125,3338,0.15826929324053718,0.26390799617220806,51.80360721442886,54.609218436873746,56.813627254509015,51.30260521042084,0.9878923000455337,0.6334072786194495
T1-53125,3344,0.06455842849986484,0.22092073781528376,94.68937875751503,77.55511022044088,81.4629258517034,49.899799599198396,0.9298314134877981,0.6541044810515775
T1-53125,3368,-0.18848312709983675,0.3152087929973306,34.569138276553105,93.7875751503006,66.73346693386773,54.008016032064134,0.8663873859451291,0.5669012394475281
T1-53125,3731,-0.03800053835588936,0.4425994513447794,60.320641282565134,91.38276553106212,51.703406813627254,49.39879759519039,0.933573031022001,0.4835948247277454
T1-53125,3803,0.1638845827633346,0.5339669829645134,63.22645290581163,67.83567134268537,59.5190380761523,74.34869739478958,0.7126773356697704,0.45793142235838336
T1-53125,4292,0.01925547699148908,0.4291178926758247,62.42484969939879,69.53907815631263,94.78957915831663,44.68937875751503,0.9715629372207581,0.508784426710808
T1-53125,4409,0.03983324115789781,0.32267335124705054,86.77354709418837,98.19639278557113,95.39078156312625,99.49899799599199,0.8489059302073403,0.5875505815074982
T1-53125,4476,0.12883140264120851,0.50699369572942,62.124248496993985,60.721442885771545,66.33266533066131,51.00200400801603,0.9315388511907702,0.5345424059857025
T1-53125,4509,-0.014972576005308089,0.19298187446035625,36.87374749498998,63.92785571142285,74.14829659318637,85.27054108216433,0.9439310742199976,0.6055076651416188
T1-53125,4927,0.04062333534563337,0.1891088218947764,88.07615230460922,52.705410821643284,69.93987975951903,42.58517034068136,0.9948027202413645,0.5505501568362059
